class_id,class_b_attack_cost,class_b_auc_gns,class_a_survives,class_b_survives
095c594b144786fb,2.0,0.25,True,False
0961069fec03ff85,1.0,0.0,True,False
0a0737c2240d2528,1.0,0.0,True,False
0a57e15f8278a066,1.0,0.0,True,False
0a60f33026596983,1.0,0.0,True,False
0a6d6208603728dd,2.0,0.25,True,False
0ada4d82999163e6,3.0,0.5,True,False
0add9d3aa4f2488c,2.0,0.25,True,False
0b43ca56373bb641,,1.0,True,True
0b52b6805b0d535f,1.0,0.5,True,False
0b7727cded33f0f6,1.0,0.0,True,False
0b88c10fc68d94f6,1.0,0.0,True,False
0bd443680d8bc298,1.0,0.5,True,False
0c3d1c6eccb6d4b6,1.0,0.5,True,False
0c57eb6d78c86555,2.0,0.25,True,False
0c5ca47a06964983,1.0,0.0,True,False
0c9a89c3163a0960,1.0,0.0,True,False
0cc3159cf502db9a,1.0,0.0,True,False
0ce3cf7f2ea88baf,1.0,0.0,True,False
0d23013352667f2b,,1.0,True,True
0d7619ef3e57cb35,1.0,0.0,True,False
0d94c52d6b7aa932,1.0,0.0,True,False
0e143e6744034d6e,1.0,0.5,True,False
0e14c1ea8e072b33,1.0,0.0,True,False
0e3c5b91c7654c4b,1.0,0.0,True,False
0e8274bba4add51c,,1.0,True,True
0ea947357d7ed7f7,1.0,0.0,True,False
0ee90c9aa518812d,1.0,0.5,True,False
0ef78785eff43530,2.0,0.625,True,False
0effd4a1f26a3c0d,1.0,0.0,True,False
0f2f893b845d1cf6,1.0,0.5,True,False
0f44f2627e455894,1.0,0.5625,True,False
0f7eb6b38a07e024,1.0,0.5,True,False
0f84d4e97b6e5aa6,1.0,0.5,True,False
0fb09f591e79fac2,3.0,0.75,True,False
0fc8d47b2e60b7fb,1.0,0.0,True,False
0fd2ecdb5b763082,1.0,0.0,True,False
1006c10b490212e1,2.0,0.25,True,False
1014ee8f64ca04ec,1.0,0.0,True,False
10fa65bc3b879d21,3.0,0.75,True,False
11067e9ee392f365,1.0,0.5,True,False
118ac77e1bba5ff7,2.0,0.25,True,False
119799a7fdaed7ba,1.0,0.5,True,False
11bc037d61c57dc3,1.0,0.5,True,False
11d905138b1b186a,1.0,0.5,True,False
12600cb02f722506,1.0,0.5,True,False
12b2622546947e66,1.0,0.5,True,False
12c6d94ea4102d04,,1.0,True,True
12e01b638aad530d,1.0,0.0,True,False
1305089c20abcf01,2.0,0.25,True,False
1396e91ba0293f39,1.0,0.5,True,False
1398bbeb17e695a1,1.0,0.0,True,False
13bd445287a0c106,1.0,0.0,True,False
13ce6a2916d974d1,1.0,0.5,True,False
141984ff137158d6,,1.0,True,True
141c19060cd9bcd7,1.0,0.0,True,False
1459edfd8986a239,2.0,0.25,True,False
148030aba632c060,1.0,0.5,True,False
14b5464d618b7780,1.0,0.5,True,False
14c797bb9f73e45f,1.0,0.5,True,False
1518289c6075fd04,,1.0,True,True
156624c2724a46a2,1.0,0.0,True,False
15880cfb75cfe2a9,1.0,0.0,True,False
15db7edd02fe8580,1.0,0.5,True,False
161deb7acc8aa86c,1.0,0.0,True,False
163cbdb6514059dd,1.0,0.0,True,False
16590d791998de04,1.0,0.5,True,False
16c537f56d998e2f,,1.0,True,True
16f6f3c2fee174e0,3.0,0.5,True,False
170b4ea24331c5a4,1.0,0.5,True,False
1712e922cba71e91,1.0,0.5,True,False
17e289b3c332294d,1.0,0.5,True,False
17effc0a335b0f0c,1.0,0.0,True,False
1820ec0d4926ebaf,1.0,0.0,True,False
18238c7d4071f241,1.0,0.0,True,False
1836a72ed9fe6beb,1.0,0.0,True,False
184bc5bc2d701bf8,1.0,0.0,True,False
18832a1741342697,,1.0,True,True
1887a25ae7a473dc,1.0,0.5,True,False
18e6d6ef5f48d5f1,1.0,0.0,True,False
1951ca3b19e3c633,3.0,0.5,True,False
1971551d4e954708,1.0,0.0,True,False
19749d53077fd0a7,1.0,0.0,True,False
19a350797da49c63,1.0,0.0,True,False
19d02a084389edb9,1.0,0.5,True,False
19e882ff48e20154,2.0,0.25,True,False
1a066aff2833ad6d,1.0,0.5,True,False
1a4f3eaebcc68d73,1.0,0.0,True,False
1a548869f66c2e7c,1.0,0.0,True,False
1a640f47997922dc,1.0,0.5,True,False
1a685eb760c42f2d,,1.0,True,True
1ad43b276f1b492d,2.0,0.625,True,False
1ae396282c7ef300,2.0,0.25,True,False
1ae4c786afa69918,,1.0,True,True
1af7e1815054c7e2,3.0,0.75,True,False
1b22131d18231bae,2.0,0.625,True,False
1b5fa7e9dbae8b9d,2.0,0.25,True,False
1bfb1ae05c49204c,1.0,0.5,True,False
1c190318372b2dbe,1.0,0.5,True,False
1c437836c129c708,,1.0,True,True
1d0cdf54c289290f,1.0,0.0,True,False
1d35e81b82e699fb,1.0,0.0,True,False
1d67abcf23151a94,2.0,0.375,True,False
1d7a1ac1513eb48c,2.0,0.625,True,False
1db13d3c15f32024,1.0,0.5,True,False
1e1e6318b15c67a1,,1.0,True,True
1e22bd0554b3fb40,1.0,0.5,True,False
1e286a6ec3257e77,1.0,0.5,True,False
1e565464cbc3b2f5,,1.0,True,True
1ed67705c01350e5,1.0,0.5,True,False
1f3da9ec1bbe4b9e,,1.0,True,True
1f5974fee6358a54,1.0,0.0,True,False
1f96e5c6b72bb75c,1.0,0.5,True,False
1f9c5109c2d9af59,1.0,0.0,True,False
1fa38d2dd855592d,1.0,0.0,True,False
20275260b367c959,1.0,0.0,True,False
20441710b6474ee5,1.0,0.5,True,False
20ba60e44044f987,1.0,0.5,True,False
20c17a164aff860a,1.0,0.5,True,False
20ce0fa312bc7124,1.0,0.5,True,False
20d77ec6974b1f6e,1.0,0.5,True,False
210dc2e782ce6534,1.0,0.0,True,False
212441cc9d845264,,1.0,True,True
218c9377835c7fdd,1.0,0.5,True,False
21b834da31a44d01,1.0,0.0,True,False
21c0823d23c7fc2b,1.0,0.0,True,False
21cf5c82538252a2,1.0,0.0,True,False
21ddbb3a4e085e8a,1.0,0.5,True,False
22aaf5c1c5000f4a,1.0,0.75,True,False
22f7ca722629e2c7,1.0,0.5,True,False
236beb0ae491c676,1.0,0.5,True,False
23ccc85e2b964e88,,1.0,True,True
23d692927ea19a6c,1.0,0.0,True,False
23fbc412bd7675d8,1.0,0.0,True,False
23ff66bccc190bf8,1.0,0.5,True,False
245636c7170a1f93,1.0,0.0,True,False
2484caa5d255d994,1.0,0.5,True,False
2498ccc85ad0dc09,1.0,0.0,True,False
25218f5687d29274,,1.0,True,True
254866c58ce013eb,1.0,0.5,True,False
25572c9e75be476a,1.0,0.5,True,False
2560fba0bc93a1cf,1.0,0.5,True,False
25f939ae48ffd040,1.0,0.0,True,False
2614e4e8f9294546,1.0,0.0,True,False
26194cd4808aa51b,2.0,0.25,True,False
265c28c7520c434f,3.0,0.75,True,False
265d76f34cb6ded5,1.0,0.0,True,False
267e1d05ab9d988c,1.0,0.5,True,False
269c3e1b03a1f7d2,1.0,0.0,True,False
26dad0609a684bef,1.0,0.5,True,False
27046f7fbc9a85cb,1.0,0.5,True,False
272709d97d70f87a,1.0,0.5,True,False
2727b2986dfe0643,2.0,0.625,True,False
275e896bf4cb93df,1.0,0.0,True,False
2765ecca7fa7e93a,1.0,0.5,True,False
276ad787af6a299e,1.0,0.5,True,False
27e26d2341e697ad,1.0,0.5,True,False
2920154d4fff0c95,2.0,0.25,True,False
2936ed830a7be498,2.0,0.625,True,False
293d1b42c638d321,1.0,0.5,True,False
293ec371db4f1faa,1.0,0.5,True,False
2944e7104a653621,1.0,0.5,True,False
298a004c1ba730c3,1.0,0.0,True,False
29c7c2d5b153080f,1.0,0.5,True,False
2a0a6879fede334a,1.0,0.0,True,False
2aa88dca21a9ad03,1.0,0.0,True,False
2ad7a97f175dbd83,1.0,0.5,True,False
2af9318c183b033d,,1.0,True,True
2b387bae148b5b1a,1.0,0.5,True,False
2b45772c418f98d0,1.0,0.5,True,False
2b52fc7225bd53aa,1.0,0.5,True,False
2b5b4112a5c472cd,1.0,0.5,True,False
2b69a96860905434,1.0,0.5,True,False
2b7f0d4e6e6eae6e,1.0,0.5,True,False
2bd93f4db6bf4ab6,1.0,0.5,True,False
2c1342e255ddaa7c,,1.0,True,True
2c3ab647caa1215c,1.0,0.5,True,False
2c703ec0fa5ce328,3.0,0.75,True,False
2ca2a1b64975c739,1.0,0.5625,True,False
2cf228f89c52502f,1.0,0.5,True,False
2cfefbd7db02084a,1.0,0.5,True,False
2e24d3ebbfd39352,1.0,0.0,True,False
2e3585bf561a7033,1.0,0.5,True,False
2e3f468c9e105a2b,,1.0,True,True
2e9608985596bd5e,1.0,0.5,True,False
2f10f682ed11029b,1.0,0.0,True,False
2f1b250bcc58da2c,,1.0,True,True
2fc174114738f0ea,,1.0,True,True
301330bfe86d9ed1,,1.0,True,True
30208bff9d7b4777,1.0,0.0,True,False
303591b6605addb1,1.0,0.0,True,False
30457c48f4bf11da,1.0,0.0,True,False
30cf8098b2047150,1.0,0.5,True,False
3100693433eb8c2d,1.0,0.0,True,False
3106fdec81eb7cf2,1.0,0.0,True,False
31746e0d66255986,,1.0,True,True
318970c387b9e81a,1.0,0.5,True,False
31a26ad598e52512,,1.0,True,True
31af4dd77a013d5a,1.0,0.0,True,False
31d7de1ed03746f4,1.0,0.5,True,False
3248f0ab5394b3f7,1.0,0.0,True,False
325347815665d8a9,1.0,0.5,True,False
325798502cbfa539,1.0,0.0,True,False
32630ef4656ab47c,1.0,0.5,True,False
32a33cca94733276,1.0,0.0,True,False
32e5584e11de19a6,1.0,0.0,True,False
333d4ad2334fa474,1.0,0.0,True,False
33c20b0013778993,1.0,0.0,True,False
343f4579493bdd5b,3.0,0.75,True,False
34ad32a5b977f6a7,1.0,0.0,True,False
34aeb55c3d38743d,1.0,0.0,True,False
34b1ef0dd4a8c01b,,1.0,True,True
3517590aa219edf3,2.0,0.625,True,False
3565b8aaa8bf8450,2.0,0.625,True,False
35731fd683c2b40d,1.0,0.5,True,False
3593af66f00142f2,,1.0,True,True
35c37b63941c7713,1.0,0.0,True,False
36049ef8977acd49,,1.0,True,True
36277d6b1f4cecba,,1.0,True,True
362b6de213df9f67,1.0,0.5,True,False
36408538cc55159e,1.0,0.5,True,False
36eaf3ea3917a058,,1.0,True,True
3763d524e609c5a0,1.0,0.5,True,False
37713ebf4c170dd2,1.0,0.0,True,False
378ddd03ce9187b0,1.0,0.0,True,False
37a2778aa2c10a05,1.0,0.0,True,False
3813d280edd1aea9,1.0,0.5,True,False
384b6be6540fdc55,2.0,0.625,True,False
386da6dfcf050dc7,1.0,0.0,True,False
38b8e8007fa9161a,1.0,0.0,True,False
38d3f11000f82f76,1.0,0.5,True,False
3942568ebd5eb8db,2.0,0.625,True,False
395f5e12314263ad,1.0,0.0,True,False
39a1498ac731e5d3,1.0,0.0,True,False
39a917e19d927110,1.0,0.0,True,False
39b2afd93581c5bb,1.0,0.0,True,False
39c9bb80f1ad0fab,,1.0,True,True
39f1cf0cb64a3125,1.0,0.5625,True,False
39fca43a4e009d13,1.0,0.5,True,False
3a09fe2b6793a89f,1.0,0.0,True,False
3a10a6c666a7a554,2.0,0.25,True,False
3a13bfd114b1cbf8,2.0,0.625,True,False
3a519fe78fc553c6,1.0,0.5,True,False
3a91a2ed615ac19c,1.0,0.5,True,False
3ab07d974c2c13c9,2.0,0.25,True,False
3b0fd7ab34ba241e,1.0,0.0,True,False
3b2aba26cd86dc2f,1.0,0.5,True,False
3baccd794ae907ef,2.0,0.25,True,False
3c0317bf2ed55193,1.0,0.5,True,False
3cb21b3cf01fbff1,,1.0,True,True
3cb8e25f1e9211c6,1.0,0.0,True,False
3cd92f8b54bb0724,1.0,0.0,True,False
3cdaebde575c5b37,1.0,0.0,True,False
3d44c118bbff65e9,1.0,0.5,True,False
3d8dcbf41724079e,1.0,0.5,True,False
3dbce805a0b141a8,1.0,0.0,True,False
3dc0c549581091fc,1.0,0.0,True,False
3e1359b0723bcff4,1.0,0.5,True,False
3e20939de73aa357,1.0,0.125,True,False
3e3ae35ba02ab249,1.0,0.5,True,False
3e3d63131fc0cc60,1.0,0.0,True,False
3e42409a5a302ce8,1.0,0.5,True,False
3e865ee6ce069a31,1.0,0.5,True,False
3e93480b32b4357d,1.0,0.0,True,False
3eda75dd3fd8193e,1.0,0.0,True,False
3eec7cd8557c22ad,2.0,0.25,True,False
3f08cab84d524bfa,1.0,0.25,True,False
3f6ce7e58e9f0eff,1.0,0.0,True,False
3f7ab9843f95651e,1.0,0.5,True,False
3f7e891e8ef49e9d,1.0,0.0,True,False
3fbc05489f0032cb,1.0,0.0,True,False
3fbe1f86d8fcf3bd,1.0,0.5,True,False
3fe0a0b8cc845199,1.0,0.0,True,False
404523787f34a62b,1.0,0.5,True,False
409f6f665cc32738,1.0,0.5,True,False
40af71eeca99721f,2.0,0.25,True,False
40d840a3ada8c21b,1.0,0.0,True,False
41168bf06f409b8b,1.0,0.5,True,False
41546aa101ee86db,1.0,0.5,True,False
418268609c663190,1.0,0.0,True,False
41952c1f4b4847e4,1.0,0.0,True,False
41eb3a7c9064c36e,1.0,0.0,True,False
41fcef1e2c990c20,1.0,0.0,True,False
429afd28f828374f,2.0,0.625,True,False
42a8a4caf78a1c0a,1.0,0.5,True,False
42bc4d982877810b,1.0,0.0,True,False
43218941d64aa8e0,1.0,0.0,True,False
4330d121c856340b,1.0,0.0,True,False
434d49e3c549d90e,1.0,0.0,True,False
435531c96a24d75b,1.0,0.0,True,False
43a5875f8374d6a1,1.0,0.0,True,False
443276ff8b465f66,1.0,0.0,True,False
4435072886c94aa8,1.0,0.0,True,False
4438cc90f769802e,1.0,0.0,True,False
444d4bc366976068,,1.0,True,True
4453fc0896b211ea,3.0,0.5,True,False
448bcef6de9db23e,,1.0,True,True
449668f34d394393,1.0,0.0,True,False
4499febacc3f222f,3.0,0.75,True,False
44cb71513a7afb4d,1.0,0.5,True,False
453caed3274ea14f,1.0,0.5,True,False
45e54137ad749d4a,2.0,0.25,True,False
45f7e0b6dcef908d,1.0,0.0,True,False
46434ed840c2c19b,1.0,0.5,True,False
46dda7bd0dc29c55,,1.0,True,True
47027c38c137d365,,1.0,True,True
47042025abe88cbf,1.0,0.5,True,False
473a8b00066c2c5c,2.0,0.25,True,False
477ed62913779ccb,1.0,0.5,True,False
47deeed507786d18,1.0,0.0,True,False
47f55c29cfaa8049,1.0,0.5,True,False
48234c592ce1fb48,1.0,0.0,True,False
4857789f48d884fb,,1.0,True,True
4873650212640f20,,1.0,True,True
4888e4fe0cd53d6a,1.0,0.0,True,False
48aee7c8bbd92059,1.0,0.5,True,False
48c98eaeb47c6683,2.0,0.8125,True,False
491ca18b0b67a4d0,1.0,0.0,True,False
491ca705673fd562,1.0,0.0,True,False
4955c64e148a70f2,1.0,0.0,True,False
497cede9de1d9c59,1.0,0.0,True,False
49e60a26428108d0,1.0,0.5,True,False
49e64086134d5f68,1.0,0.5,True,False
49ec1e1bad3b8644,1.0,0.5,True,False
49f60e64ec11094c,1.0,0.0,True,False
4a1870c1c07b3acf,1.0,0.5,True,False
4a580ea2abd543b8,1.0,0.5,True,False
4a681fe4b0cd497d,,1.0,True,True
4a8ec118a9f8007c,1.0,0.0,True,False
4b5cddf390319edb,1.0,0.5,True,False
4b5d05947b62026f,,1.0,True,True
4b7081483f0f9d80,1.0,0.5,True,False
4b9cb97d6c92c396,,1.0,True,True
4bba1b9b2b3ce8c0,1.0,0.5,True,False
4c081c59a3909c3f,1.0,0.5,True,False
4c3bc72cf61eee06,1.0,0.0,True,False
4c3d5953d039490f,,1.0,True,True
4c45fbf6573a0190,,1.0,True,True
4c97067d3a9c1d94,1.0,0.0,True,False
4cdc0fce27e5ae65,1.0,0.5,True,False
4cfe54014cfc790e,1.0,0.0,True,False
4d776f2e423c4353,1.0,0.0,True,False
4db0c90fdf0acb73,1.0,0.5,True,False
4e1515d1c308893c,1.0,0.5,True,False
4e222580e0f7a6b8,1.0,0.0,True,False
4e7877e37937b0ad,,1.0,True,True
4ee67d6b5bf2fad8,1.0,0.5,True,False
4f453172a8426bab,1.0,0.5,True,False
4f7e7704a0dbabd3,1.0,0.0,True,False
4fb1c3885530560e,1.0,0.5,True,False
4fcbf77dae2182e7,1.0,0.0,True,False
50435e826defda84,1.0,0.0,True,False
50460cde9bb67eb1,1.0,0.0,True,False
5065ce10f5436114,,1.0,True,True
50822c6173307e9a,1.0,0.5,True,False
50abdfca27d73898,1.0,0.0,True,False
5118d86abab1c84e,,1.0,True,True
51596134e31be259,1.0,0.5,True,False
51613b3901ed85a2,1.0,0.0,True,False
5186442993aecc67,2.0,0.25,True,False
51a18d02c7c6e587,1.0,0.0,True,False
51e8740f909c88ad,,1.0,True,True
522253af50b7f228,1.0,0.5,True,False
522327d4201b52bd,1.0,0.0,True,False
52b11f53c548af0f,1.0,0.5,True,False
52b52c952d0305e9,2.0,0.25,True,False
53210ae1cecdcf64,1.0,0.0,True,False
532ec3dbca1485fa,1.0,0.5,True,False
53b16c30a7f9d314,1.0,0.0,True,False
53c7757417a31c28,,1.0,True,True
53fa109b722d8860,1.0,0.5,True,False
54000b099d64ca49,1.0,0.5,True,False
5403407c2ebd9831,1.0,0.5,True,False
543eed61464807ec,1.0,0.5,True,False
54905406f96b37ba,,1.0,True,True
54a68425ad800fb7,1.0,0.0,True,False
54ef6082de2ef264,1.0,0.0,True,False
54ff915ff4be7a89,1.0,0.5,True,False
55596538d4de2784,,1.0,True,True
55768f76722199fa,1.0,0.5,True,False
55e25390138dc623,1.0,0.5,True,False
56fb872112996a6a,1.0,0.5,True,False
5733661c87c5f2ad,1.0,0.0,True,False
5791b0acad463990,2.0,0.625,True,False
57a8c160fd4fd10b,1.0,0.5,True,False
57fa86a7b4840e85,1.0,0.0,True,False
57fe66fb24a13b91,1.0,0.0,True,False
580edb407508220e,1.0,0.5,True,False
5946d2fd389a788a,1.0,0.0,True,False
5961ca3dd5952899,1.0,0.5,True,False
59a7eb8059280265,1.0,0.75,True,False
59a8881b96fb5ada,,1.0,True,True
59aedb85463f5af4,2.0,0.625,True,False
59bf87696024332c,1.0,0.5,True,False
59ee63802bede7aa,1.0,0.0,True,False
5a066ebdbd318c69,,1.0,True,True
5a1d31e5b6114ace,,1.0,True,True
5a405e514d4554ea,1.0,0.0,True,False
5a5194b943ca7fb0,1.0,0.5,True,False
5a84018b7ada0f76,2.0,0.25,True,False
5aaf14bb81bc04dc,1.0,0.0,True,False
5ab25c0e51e03661,1.0,0.0,True,False
5aea6c574094cdfc,1.0,0.5,True,False
5af5480f52cf5615,,1.0,True,True
5b1e40303130495f,4.0,0.875,True,False
5b25e41614561248,1.0,0.5,True,False
5c55067dffc9ede0,,1.0,True,True
5c765713553f954a,1.0,0.5,True,False
5c81ea6efb0368ff,,1.0,True,True
5c94e8378ab8a68e,1.0,0.5,True,False
5d141836aa670fb8,1.0,0.5,True,False
5d1ca8b7c39d1c88,,1.0,True,True
5d7c363f8c317011,1.0,0.5,True,False
5d9ac2aed18c8888,1.0,0.0,True,False
5e258fa8c2710ec8,1.0,0.5,True,False
5e5220eb2a7fab00,3.0,0.5,True,False
5ea08d3f215b4b00,3.0,0.5,True,False
5edac9c57bac0763,1.0,0.0,True,False
5edcc351475cdf02,1.0,0.75,True,False
5ee88cccd0e7cc60,1.0,0.0,True,False
5eef51a25b003d4e,2.0,0.25,True,False
5efbd02805d9d21b,1.0,0.5,True,False
5f4862fddb23ab67,3.0,0.75,True,False
5f4e421072de1e9f,1.0,0.0,True,False
5fc24d3bd363a61e,1.0,0.0,True,False
5fd2125dc7ee12cf,,1.0,True,True
60466c6446f76f07,1.0,0.5,True,False
6050378ae3d1f574,1.0,0.5,True,False
605d17485fb9b321,1.0,0.5,True,False
6073a18f1b8936c0,1.0,0.0,True,False
60d47367517a5a62,1.0,0.5,True,False
60f7a80a7ffe3d1a,1.0,0.5,True,False
611281d7495f8f3a,,1.0,True,True
6148d95ae2ff452c,1.0,0.5,True,False
61de080f7a72632f,1.0,0.0,True,False
61f651ba26bb7ae3,,1.0,True,True
624beb9ba988f915,2.0,0.625,True,False
62675f7f509bc627,1.0,0.5,True,False
6299074455827443,1.0,0.5,True,False
62a1047c5866c2f9,1.0,0.0,True,False
62a874d0b403449c,1.0,0.0,True,False
62d60895b47b258a,1.0,0.0,True,False
6325528709ddc79c,1.0,0.5,True,False
632a42765685133e,1.0,0.0,True,False
635c0d3f889a072b,,1.0,True,True
637629121efabc70,1.0,0.5,True,False
63b08a1b86a1899a,1.0,0.0,True,False
63c9bcc3f1570df4,1.0,0.5,True,False
648f95a006d64b8a,1.0,0.5,True,False
64d06954828e13e9,1.0,0.5,True,False
65c22d615940cf57,1.0,0.5,True,False
65d48fb1aa39b3e1,1.0,0.5,True,False
6632543f386bbd31,1.0,0.0,True,False
665f357a9ee1a4d4,1.0,0.5,True,False
6663bc4876a75531,1.0,0.0,True,False
66821197d414cec1,1.0,0.0,True,False
66bd73a243915e60,1.0,0.0,True,False
66e9fe0ad7ab9685,1.0,0.0,True,False
678f98ee2e7f9c8b,1.0,0.5,True,False
67a98a0c21baeca2,1.0,0.5,True,False
67ab2729a45e1100,1.0,0.5,True,False
67ce0638aba19a22,1.0,0.5,True,False
6800f4f0bf5fe109,1.0,0.0,True,False
6820c5d670a6d1b8,1.0,0.0,True,False
68680cb73b80a0bb,,1.0,True,True
6870df21f4b8dfbc,2.0,0.25,True,False
68e277f026e4f333,4.0,0.75,True,False
68f90e93dae9b5fb,1.0,0.0,True,False
693848cfd627416c,1.0,0.5,True,False
695a9df52153f354,1.0,0.5,True,False
6a2060297152f5d7,1.0,0.5,True,False
6a26f58bc555a074,1.0,0.5,True,False
6a284c1a7e1174f1,1.0,0.5,True,False
6a7c768bb733662b,1.0,0.5,True,False
6a8f5782706e1232,1.0,0.5,True,False
6abcd42d33366056,1.0,0.0,True,False
6ac80d0c2d693821,1.0,0.5,True,False
6aee6138df63cb31,1.0,0.5,True,False
6b0bff4f691511da,1.0,0.0,True,False
6b0eb82d60bdd4b5,1.0,0.5,True,False
6b4ade50f163f3eb,1.0,0.5,True,False
6b4b9a5e058e86d9,1.0,0.0,True,False
6b6dd43bb4c3d2bc,1.0,0.0,True,False
6b74b81c77ab30a8,1.0,0.0,True,False
6b923a0c168e488b,1.0,0.0,True,False
6b9454dd956afa73,1.0,0.5,True,False
6b9d075603ed56be,1.0,0.5,True,False
6bcf0d9e3c753d05,1.0,0.5,True,False
6bd935553e3b5345,1.0,0.0,True,False
6bf94bb44d5f5b5d,1.0,0.5,True,False
6c13c877eb131a7f,1.0,0.5,True,False
6cb57e24a4d0db13,1.0,0.0,True,False
6ce8605eb101664c,3.0,0.5,True,False
6cf22a687dc57b64,1.0,0.0,True,False
6d15cb5ce5ffde8b,1.0,0.5,True,False
6d1d42d12a68d0a4,1.0,0.0,True,False
6d3d220061fb0785,1.0,0.0,True,False
6d6102308ec6a212,1.0,0.5,True,False
6d7269c3021b1fd9,1.0,0.5,True,False
6d9d79c6cf09ae01,2.0,0.25,True,False
6db693a9ffa5359c,,1.0,True,True
6dc894a81cab6084,1.0,0.0,True,False
6de29444cd567c1b,,1.0,True,True
6e0801d94f9d5f96,1.0,0.5,True,False
6ebac04a743cc80e,,1.0,True,True
6ec1dde5bf01adde,2.0,0.25,True,False
6ed62e6193bc3040,1.0,0.5,True,False
6ee41ef1f6a0a3c0,2.0,0.625,True,False
6f0b9874b0d45a86,2.0,0.625,True,False
6f1556a192bb96d8,2.0,0.25,True,False
6f20ff1183301701,1.0,0.5,True,False
6f244dea1f866eea,1.0,0.0,True,False
6f278f0d08806579,1.0,0.0,True,False
6f2921884359553c,3.0,0.75,True,False
6feb3744c86fcddb,1.0,0.125,True,False
706cf08a5049d81a,,1.0,True,True
70f9ebddf09ebf04,1.0,0.0,True,False
71041ceeac8e055f,,1.0,True,True
7104f16691a5d5bd,1.0,0.0,True,False
718129c8bed453b1,1.0,0.5,True,False
72583b260a68e20a,1.0,0.0,True,False
727966235a4ec90a,1.0,0.0,True,False
7292e93d3ee5d540,1.0,0.5,True,False
72c40d7028571a6d,1.0,0.5,True,False
72e3111bf62267ff,1.0,0.5,True,False
73e0a1077aae63f6,1.0,0.0,True,False
740db4f85bc8066f,1.0,0.5,True,False
74518dbc6b5920fb,2.0,0.625,True,False
7461cd33e630797b,1.0,0.0,True,False
749b3152bc4c62b7,2.0,0.25,True,False
749dcca641c13156,2.0,0.625,True,False
74adf952cd769b57,,1.0,True,True
74c273b4ad25789f,1.0,0.5,True,False
74c82a54c2d09b1f,1.0,0.0,True,False
74d0103e838aa36d,2.0,0.25,True,False
74dbb45f9e71629e,1.0,0.5,True,False
750aca7124f3c40b,1.0,0.0,True,False
757155a934f5b7dc,1.0,0.0,True,False
7585f89f592aab2b,1.0,0.0,True,False
75b39afa4648a41d,,1.0,True,True
75cf997a8ea90d4a,1.0,0.5,True,False
75dab016769e0f43,2.0,0.625,True,False
75dd5e62ad098e57,,1.0,True,True
767775f7fe716e0b,1.0,0.5,True,False
76e2f188461d1ded,1.0,0.5,True,False
