cell_id,experiment,policy,n_heldout,permanence_successes,permanence_probability,permanence_wilson_lo,permanence_wilson_hi,collapse_probability,capture_probability,dove_extinction_probability,hawk_extinction_probability,mutant_extinction_probability,scavenger_extinction_probability,resource_hhi_mean,mean_welfare_final,min_zone_welfare_mean,geometric_welfare_mean,recovery_time_mean,adversarial_share_mean,mutation_survival_mean,diversity_mean,false_positive_punishment_mean,false_negative_aid_to_hawk_mean,scavenger_exploitation_mean,signal_truth_corr_mean,mutual_information_mean,audit_cost_share_mean,collapse_step_mean,population_final_mean,train_permanence_probability,delay,t_irrev,R,adversarial_strength,catastrophe_severity,catastrophe_frequency,diversity_floor,mutation_rate,scavenger_enabled,future_shock,audit_p,audit_C,audit_kappa,viable
G_128_geometric_diversity_d12_a0.73_s0.45_v0.10,G,geometric_diversity,15,15,1.0,0.7961107336956521,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9998879121944291,0.9986549463331479,0.9998868621308036,0.0,0.06680999944330894,0.30886524808869253,0.5901830661574989,0.0,0.0019047619047619048,0.024133604421654072,0.9560072326864363,0.04532249512155278,0.0,140.0,3591.9380293392082,1.0,12,12,1.0,0.7320565333403692,0.45,0.025,0.1,0.006,0,0,0.0,0.0,0.0,1
G_129_audit_penalty_d2_a0.52_s0.25_v0.35,G,audit_penalty,15,15,1.0,0.7961107336956521,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999488073407773,0.9938568808932758,0.999475358368,0.0,0.13344199944059495,0.5307895317317202,0.7063527113968403,0.005714285714285714,0.0,0.022857197545447693,0.8565962103039909,0.009712670129859147,0.017999999999999978,140.0,2540.504815361773,1.0,2,16,8.0,0.5221378604741708,0.25,0.09,0.35,0.015,1,0,0.45,0.35,0.04,1
G_130_geometric_diversity_d3_a0.37_s0.65_v0.00,G,geometric_diversity,15,15,1.0,0.7961107336956521,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.10282208997678129,0.5513654449427395,0.674746932445156,0.0,0.0,0.013766584527911192,0.7061504665390378,0.0,0.0,140.0,2964.261771552094,1.0,3,5,1.6666666666666667,0.36971851462518934,0.65,0.0,0.0,0.015,1,1,0.0,0.0,0.0,1
G_132_audit_penalty_d1_a0.54_s0.00_v0.00,G,audit_penalty,15,15,1.0,0.7961107336956521,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.06967715606532694,0.32566188474022817,0.6146484409650718,0.0,0.0,0.012484674774740072,0.867441821715986,0.0,0.0,140.0,3969.5644110053768,1.0,1,16,16.0,0.5363542370189034,0.0,0.0,0.0,0.006,0,1,0.0,0.65,0.2,1
G_134_geometric_diversity_d5_a0.62_s0.65_v0.10,G,geometric_diversity,15,15,1.0,0.7961107336956521,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4916946823676432,0.9988112766519118,0.9857353198229422,0.9987464470592564,0.0,0.15816019231266593,0.5218538121129482,0.722106537880189,0.0,0.019523809523809523,0.03256552671151451,0.89975974006719,0.035235032049365705,0.0,140.0,2187.4851715300247,1.0,5,5,1.0,0.6206010488998344,0.65,0.055,0.1,0.015,1,1,0.0,0.0,0.0,1
G_135_audit_penalty_d12_a0.43_s0.45_v0.10,G,audit_penalty,15,15,1.0,0.7961107336956521,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9995185645246895,0.9942227742962728,0.999501166422174,0.0,0.11007664927639552,0.5528719278941224,0.6760538578821452,0.0,0.0,0.015281031596615292,0.6310477067331473,0.0,0.0,140.0,2921.792989557274,1.0,12,16,1.3333333333333333,0.4273527164241893,0.45,0.055,0.1,0.015,0,1,0.0,0.35,0.2,1
G_139_local_global_d8_a0.43_s0.25_v0.10,G,local_global,15,15,1.0,0.7961107336956521,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.10966702736017969,0.5486598681920183,0.6767820250201544,0.0,0.0,0.015092964331313536,0.7458498877177963,0.0,0.0,140.0,2947.5344062827357,1.0,8,5,0.625,0.4303214288708841,0.25,0.025,0.1,0.015,0,1,0.0,0.0,0.0,1
G_140_geometric_diversity_d2_a0.80_s0.45_v0.10,G,geometric_diversity,15,14,0.9333333333333333,0.7018292244757601,0.9881334113938051,0.0,0.06666666666666667,0.0,0.0,0.0,1.0,0.5508185974963978,0.9930608352697433,0.9539324007436992,0.9924914667577698,3.7333333333333334,0.34969124065304563,0.3941806227121137,0.7695243210435749,0.0,0.18952380952380954,0.06171332553737051,0.9810984475902497,0.49292388891456423,0.0,140.0,1485.9763762276618,0.9,2,12,6.0,0.8013559479877728,0.45,0.055,0.1,0.015,0,1,0.0,0.0,0.0,1
G_143_response_to_aid_d5_a0.29_s0.00_v0.35,G,response_to_aid,15,15,1.0,0.7961107336956521,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9998015651046948,0.9976187812563361,0.9997982404326365,0.0,0.07237113989077845,0.5830071947316425,0.6281409854556138,0.0,0.0,0.007496832592314584,0.9086720429731566,0.0,0.0,140.0,3335.914983444961,1.0,5,16,3.2,0.2892688536378141,0.0,0.09,0.35,0.015,0,1,0.0,0.0,0.0,1
G_146_local_global_d5_a0.23_s0.65_v0.00,G,local_global,15,15,1.0,0.7961107336956521,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.051948035166193104,0.36205229188589144,0.602984485828806,0.0,0.0,0.0040066160288877994,0.45768868198569496,0.0,0.0,140.0,4095.8698241432517,1.0,5,5,1.0,0.22524917387589466,0.65,0.0,0.0,0.006,1,1,0.0,0.0,0.0,1
